INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
YDL042C	YDR227W	SIR2	SIR4	MAR1	ASD1|STE9|UTH2	Affinity Capture-Western	Straight AF (1999)	10219245	4932	4932
YDL042C	YDR227W	SIR2	SIR4	MAR1	ASD1|STE9|UTH2	Affinity Capture-Western	Strahl-Bolsinger S (1997)	9000052	4932	4932
YLR442C	YDL042C	SIR3	SIR2	CMT1|MAR2|STE8	MAR1	Affinity Capture-Western	Moazed D (1997)	9122169	4932	4932
YLR442C	YBR009C	SIR3	HHF1	CMT1|MAR2|STE8	N/A	Affinity Capture-Western	Hecht A (1996)	8779721	4932	4932
YLR442C	YBR010W	SIR3	HHT1	CMT1|MAR2|STE8	BUR5|SIN2	Affinity Capture-Western	Hecht A (1996)	8779721	4932	4932
YLR442C	YDR225W	SIR3	HTA1	CMT1|MAR2|STE8	H2A1|SPT11	Affinity Capture-Western	Hecht A (1996)	8779721	4932	4932
YLR442C	YDR224C	SIR3	HTB1	CMT1|MAR2|STE8	SPT12	Affinity Capture-Western	Hecht A (1996)	8779721	4932	4932
YLR442C	YNL216W	SIR3	RAP1	CMT1|MAR2|STE8	GRF1|TBA1|TUF1	Affinity Capture-Western	Hecht A (1996)	8779721	4932	4932
YLR442C	YDR227W	SIR3	SIR4	CMT1|MAR2|STE8	ASD1|STE9|UTH2	Affinity Capture-Western	Hecht A (1996)	8779721	4932	4932
YDR227W	YDL042C	SIR4	SIR2	ASD1|STE9|UTH2	MAR1	Affinity Capture-Western	Hoppe GJ (2002)	12024030	4932	4932
YDR227W	YDL042C	SIR4	SIR2	ASD1|STE9|UTH2	MAR1	Affinity Capture-Western	Ghidelli S (2001)	11500379	4932	4932
YNL007C	YCL028W	SIS1	RNQ1	N/A	N/A	Affinity Capture-Western	Fan CY (2004)	14657253	4932	4932
YNL007C	YAL005C	SIS1	SSA1	N/A	YG100	Affinity Capture-Western	Horton LE (2001)	11279042	4932	4932
YAL005C	YNL007C	SSA1	SIS1	YG100	N/A	Affinity Capture-Western	Horton LE (2001)	11279042	4932	4932
YDL047W	YMR028W	SIT4	TAP42	LGN4	N/A	Affinity Capture-Western	Jacinto E (2001)	11741537	4932	4932
YDL047W	YIL153W	SIT4	RRD1	LGN4	YPA1	Affinity Capture-Western	Mitchell DA (2001)	11134337	4932	4932
YDL047W	YPL152W	SIT4	RRD2	LGN4	YPA2	Affinity Capture-Western	Mitchell DA (2001)	11134337	4932	4932
YDL047W	YFR040W	SIT4	SAP155	LGN4	N/A	Affinity Capture-Western	Luke MM (1996)	8649382	4932	4932
YDL047W	YJL098W	SIT4	SAP185	LGN4	N/A	Affinity Capture-Western	Luke MM (1996)	8649382	4932	4932
YDL047W	YKR028W	SIT4	SAP190	LGN4	N/A	Affinity Capture-Western	Luke MM (1996)	8649382	4932	4932
YDR409W	YDL064W	SIZ1	UBC9	ULL1	N/A	Affinity Capture-Western	Takahashi Y (2001)	11587849	4932	4932
YLR398C	YPR189W	SKI2	SKI3	N/A	SKI5	Affinity Capture-Western	Brown JT (2000)	10744028	4932	4932
YLR398C	YGL213C	SKI2	SKI8	N/A	REC103	Affinity Capture-Western	Brown JT (2000)	10744028	4932	4932
YGL213C	YLR398C	SKI8	SKI2	REC103	N/A	Affinity Capture-Western	Brown JT (2000)	10744028	4932	4932
YOR076C	YHR069C	SKI7	RRP4	YOR29-27	N/A	Affinity Capture-Western	Araki Y (2001)	11532933	4932	4932
YOR076C	YLR398C	SKI7	SKI2	YOR29-27	N/A	Affinity Capture-Western	Araki Y (2001)	11532933	4932	4932
YOR076C	YGR195W	SKI7	SKI6	YOR29-27	ECM20|RRP41	Affinity Capture-Western	Araki Y (2001)	11532933	4932	4932
YOR076C	YGL213C	SKI7	SKI8	YOR29-27	REC103	Affinity Capture-Western	Araki Y (2001)	11532933	4932	4932
YGL213C	YPR189W	SKI8	SKI3	REC103	SKI5	Affinity Capture-Western	Brown JT (2000)	10744028	4932	4932
YHR206W	YHR206W	SKN7	SKN7	BRY1|POS9	BRY1|POS9	Affinity Capture-Western	Raitt DC (2000)	10888672	4932	4932
YNL167C	YLR113W	SKO1	HOG1	ACR1	SSK3	Affinity Capture-Western	Proft M (2001)	11230135	4932	4932
YNL167C	YLR113W	SKO1	HOG1	ACR1	SSK3	Affinity Capture-Western	Proft M (2002)	12086627	4932	4932
YDR328C	YDL132W	SKP1	CDC53	MGO1	N/A	Affinity Capture-Western	Galan JM (2001)	11287615	4932	4932
YDR328C	YJL204C	SKP1	RCY1	MGO1	N/A	Affinity Capture-Western	Galan JM (2001)	11287615	4932	4932
YDR328C	YDL132W	SKP1	CDC53	MGO1	N/A	Affinity Capture-Western	Seol JH (2001)	11283612	4932	4932
YDR328C	YMR168C	SKP1	CEP3	MGO1	CBF3|CSL1	Affinity Capture-Western	Seol JH (2001)	11283612	4932	4932
YDR328C	YDR385W	SKP1	EFT2	MGO1	N/A	Affinity Capture-Western	Seol JH (2001)	11283612	4932	4932
YDR328C	YJR090C	SKP1	GRR1	MGO1	CAT80|COT2|SSU2|SDC1	Affinity Capture-Western	Seol JH (2001)	11283612	4932	4932
YDR328C	YJR033C	SKP1	RAV1	MGO1	SOI3	Affinity Capture-Western	Seol JH (2001)	11283612	4932	4932
YDR328C	YDR202C	SKP1	RAV2	MGO1	N/A	Affinity Capture-Western	Seol JH (2001)	11283612	4932	4932
YDR328C	YJL204C	SKP1	RCY1	MGO1	N/A	Affinity Capture-Western	Seol JH (2001)	11283612	4932	4932
YDR328C	YMR094W	SKP1	CTF13	MGO1	N/A	Affinity Capture-Western	Kitagawa K (1999)	10445024	4932	4932
YNL243W	YBR079C	SLA2	RPG1	END4|MOP2	TIF32	Affinity Capture-Western	Palecek J (2001)	11302750	4932	4932
YDR489W	YDR013W	SLD5	PSF1	CDC105	CDC101	Affinity Capture-Western	Takayama Y (2003)	12730134	4932	4932
YBR156C	YPL209C	SLI15	IPL1	N/A	PAC15	Affinity Capture-Western	Kim JH (1999)	10385519	4932	4932
YGL098W	YLR268W	USE1	SEC22	SLT1	SLY2|TSL26	Affinity Capture-Western	Burri L (2003)	12893879	4932	4932
YGL098W	YOR075W	USE1	UFE1	SLT1	N/A	Affinity Capture-Western	Burri L (2003)	12893879	4932	4932
YGL098W	YKL196C	USE1	YKT6	SLT1	N/A	Affinity Capture-Western	Burri L (2003)	12893879	4932	4932
YBR228W	YLR135W	SLX1	SLX4	N/A	N/A	Affinity Capture-Western	Mullen JR (2001)	11139495	4932	4932
YLR135W	YBR228W	SLX4	SLX1	N/A	N/A	Affinity Capture-Western	Mullen JR (2001)	11139495	4932	4932
YDL013W	YER116C	HEX3	SLX8	SLX5	N/A	Affinity Capture-Western	Mullen JR (2001)	11139495	4932	4932
YFR031C	YLR086W	SMC2	SMC4	N/A	N/A	Affinity Capture-Western	Freeman L (2000)	10811823	4932	4932
YAL030W	YOR036W	SNC1	PEP12	N/A	VPL6|VPS6|VPT13	Affinity Capture-Western	Lewis MJ (2002)	12453154	4932	4932
YAL030W	YPL232W	SNC1	SSO1	N/A	N/A	Affinity Capture-Western	Grote E (2000)	11038189	4932	4932
YAL030W	YPL232W	SNC1	SSO1	N/A	N/A	Affinity Capture-Western	Lehman K (1999)	10402465	4932	4932
YPL232W	YAL030W	SSO1	SNC1	N/A	N/A	Affinity Capture-Western	Lehman K (1999)	10402465	4932	4932
YAL030W	YER143W	SNC1	DDI1	N/A	VSM1	Affinity Capture-Western	Lustgarten V (1999)	10330187	4932	4932
YAL030W	YGR009C	SNC1	SEC9	N/A	HSS7	Affinity Capture-Western	Couve A (1994)	8089101	4932	4932
YOR327C	YER143W	SNC2	DDI1	N/A	VSM1	Affinity Capture-Western	Lustgarten V (1999)	10330187	4932	4932
YDR477W	YDR028C	SNF1	REG1	CAT1|CCR1|GLC2|HAF3|PAS14	HEX2|PZF240|SPP43|SRN1	Affinity Capture-Western	Nath N (2003)	12748292	4932	4932
YDR477W	YER129W	SNF1	PAK1	CAT1|CCR1|GLC2|HAF3|PAS14	SAK1	Affinity Capture-Western	Nath N (2003)	12748292	4932	4932
YDR477W	YDR028C	SNF1	REG1	CAT1|CCR1|GLC2|HAF3|PAS14	HEX2|PZF240|SPP43|SRN1	Affinity Capture-Western	Sanz P (2000)	10648618	4932	4932
YDR477W	YMR140W	SNF1	SIP5	CAT1|CCR1|GLC2|HAF3|PAS14	N/A	Affinity Capture-Western	Sanz P (2000)	10628972	4932	4932
YDR477W	YER027C	SNF1	GAL83	CAT1|CCR1|GLC2|HAF3|PAS14	SPM1	Affinity Capture-Western	Yang X (1994)	7813428	4932	4932
YDR477W	YDR422C	SNF1	SIP1	CAT1|CCR1|GLC2|HAF3|PAS14	N/A	Affinity Capture-Western	Yang X (1994)	7813428	4932	4932
YDR477W	YDR422C	SNF1	SIP1	CAT1|CCR1|GLC2|HAF3|PAS14	N/A	Affinity Capture-Western	Yang X (1992)	1496382	4932	4932
YDR477W	YGL208W	SNF1	SIP2	CAT1|CCR1|GLC2|HAF3|PAS14	SPM2	Affinity Capture-Western	Yang X (1994)	7813428	4932	4932
YDR073W	YPL016W	SNF11	SWI1	N/A	ADR6|GAM3|LPA1	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YDR073W	YOR290C	SNF11	SNF2	N/A	GAM1|HAF1|SWI2|TYE3	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YDR073W	YBR289W	SNF11	SNF5	N/A	HAF4|SWI10|TYE4	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YDR073W	YHL025W	SNF11	SNF6	N/A	N/A	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YDR073W	YJL176C	SNF11	SWI3	N/A	TYE2	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YDR073W	YPL129W	SNF11	TAF14	N/A	ANC1|SWP29|TAF30|TFG3	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YDR073W	YMR033W	SNF11	ARP9	N/A	SWP59|RSC12	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YDR073W	YPR034W	SNF11	ARP7	N/A	SWP61|RSC11	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YDR073W	YNR023W	SNF11	SNF12	N/A	SWP73	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YOR290C	YBR289W	SNF2	SNF5	GAM1|HAF1|SWI2|TYE3	HAF4|SWI10|TYE4	Affinity Capture-Western	Yoon S (2003)	14612422	4932	4932
YHL025W	YPR034W	SNF6	ARP7	N/A	SWP61|RSC11	Affinity Capture-Western	Neely KE (2002)	11865042	4932	4932
YHL025W	YMR033W	SNF6	ARP9	N/A	SWP59|RSC12	Affinity Capture-Western	Neely KE (2002)	11865042	4932	4932
YHL025W	YBR289W	SNF6	SNF5	N/A	HAF4|SWI10|TYE4	Affinity Capture-Western	Neely KE (2002)	11865042	4932	4932
YHL025W	YPL016W	SNF6	SWI1	N/A	ADR6|GAM3|LPA1	Affinity Capture-Western	Neely KE (2002)	11865042	4932	4932
YHL025W	YOR290C	SNF6	SNF2	N/A	GAM1|HAF1|SWI2|TYE3	Affinity Capture-Western	Neely KE (2002)	11865042	4932	4932
YHL025W	YJL176C	SNF6	SWI3	N/A	TYE2	Affinity Capture-Western	Neely KE (2002)	11865042	4932	4932
YHL025W	YNR023W	SNF6	SNF12	N/A	SWP73	Affinity Capture-Western	Neely KE (2002)	11865042	4932	4932
YHL025W	YPL129W	SNF6	TAF14	N/A	ANC1|SWP29|TAF30|TFG3	Affinity Capture-Western	Neely KE (2002)	11865042	4932	4932
YHL025W	YOR290C	SNF6	SNF2	N/A	GAM1|HAF1|SWI2|TYE3	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YHL025W	YBR289W	SNF6	SNF5	N/A	HAF4|SWI10|TYE4	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YHL025W	YPL016W	SNF6	SWI1	N/A	ADR6|GAM3|LPA1	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YHL025W	YJL176C	SNF6	SWI3	N/A	TYE2	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YJL176C	YHL025W	SWI3	SNF6	TYE2	N/A	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YHL025W	YJL176C	SNF6	SWI3	N/A	TYE2	Affinity Capture-Western	Cairns BR (1994)	8127913	4932	4932
YJL176C	YHL025W	SWI3	SNF6	TYE2	N/A	Affinity Capture-Western	Cairns BR (1994)	8127913	4932	4932
YHL025W	YPL129W	SNF6	TAF14	N/A	ANC1|SWP29|TAF30|TFG3	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YPL129W	YHL025W	TAF14	SNF6	ANC1|SWP29|TAF30|TFG3	N/A	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YHL025W	YMR033W	SNF6	ARP9	N/A	SWP59|RSC12	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YHL025W	YPR034W	SNF6	ARP7	N/A	SWP61|RSC11	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YHL025W	YNR023W	SNF6	SNF12	N/A	SWP73	Affinity Capture-Western	Cairns BR (1996)	8668146	4932	4932
YHL025W	YPL016W	SNF6	SWI1	N/A	ADR6|GAM3|LPA1	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YHL025W	YOR290C	SNF6	SNF2	N/A	GAM1|HAF1|SWI2|TYE3	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YHL025W	YBR289W	SNF6	SNF5	N/A	HAF4|SWI10|TYE4	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YHL025W	YJL176C	SNF6	SWI3	N/A	TYE2	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YHL025W	YPL129W	SNF6	TAF14	N/A	ANC1|SWP29|TAF30|TFG3	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YHL025W	YMR033W	SNF6	ARP9	N/A	SWP59|RSC12	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YHL025W	YPR034W	SNF6	ARP7	N/A	SWP61|RSC11	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YHL025W	YNR023W	SNF6	SNF12	N/A	SWP73	Affinity Capture-Western	Treich I (1995)	7623818	4932	4932
YMR117C	YGL075C	SPC24	MPS2	N/A	MMC1	Affinity Capture-Western	Le Masson I (2002)	11952896	4932	4932
YER018C	YOL069W	SPC25	NUF2	N/A	N/A	Affinity Capture-Western	Janke C (2001)	11179222	4932	4932
YER018C	YMR117C	SPC25	SPC24	N/A	N/A	Affinity Capture-Western	Janke C (2001)	11179222	4932	4932
YKR037C	YGL061C	SPC34	DUO1	N/A	N/A	Affinity Capture-Western	Li Y (2002)	11799062	4932	4932
YAL047C	YHR172W	SPC72	SPC97	LDB4	N/A	Affinity Capture-Western	Usui T (2003)	12970190	4932	4932
YHR172W	YAL047C	SPC97	SPC72	N/A	LDB4	Affinity Capture-Western	Usui T (2003)	12970190	4932	4932
YAL047C	YNL126W	SPC72	SPC98	LDB4	N/A	Affinity Capture-Western	Usui T (2003)	12970190	4932	4932
YAL047C	YLR045C	SPC72	STU2	LDB4	N/A	Affinity Capture-Western	Usui T (2003)	12970190	4932	4932
YAL047C	YLR212C	SPC72	TUB4	LDB4	N/A	Affinity Capture-Western	Usui T (2003)	12970190	4932	4932
YAL047C	YHR172W	SPC72	SPC97	LDB4	N/A	Affinity Capture-Western	Knop M (1998)	9670012	4932	4932
YHR172W	YNL126W	SPC97	SPC98	N/A	N/A	Affinity Capture-Western	Usui T (2003)	12970190	4932	4932
YHR172W	YLR045C	SPC97	STU2	N/A	N/A	Affinity Capture-Western	Usui T (2003)	12970190	4932	4932
YHR172W	YLR212C	SPC97	TUB4	N/A	N/A	Affinity Capture-Western	Usui T (2003)	12970190	4932	4932
YHR172W	YNL126W	SPC97	SPC98	N/A	N/A	Affinity Capture-Western	Knop M (1997)	9130700	4932	4932
YNL126W	YHR172W	SPC98	SPC97	N/A	N/A	Affinity Capture-Western	Knop M (1997)	9130700	4932	4932
YHR172W	YNL126W	SPC97	SPC98	N/A	N/A	Affinity Capture-Western	Knop M (1998)	9670012	4932	4932
YNL126W	YHR172W	SPC98	SPC97	N/A	N/A	Affinity Capture-Western	Knop M (1998)	9670012	4932	4932
YHR172W	YNL126W	SPC97	SPC98	N/A	N/A	Affinity Capture-Western	Knop M (1997)	9384578	4932	4932
YNL126W	YHR172W	SPC98	SPC97	N/A	N/A	Affinity Capture-Western	Knop M (1997)	9384578	4932	4932
YHR172W	YLR212C	SPC97	TUB4	N/A	N/A	Affinity Capture-Western	Knop M (1997)	9130700	4932	4932
YLR212C	YHR172W	TUB4	SPC97	N/A	N/A	Affinity Capture-Western	Knop M (1997)	9130700	4932	4932
YHR172W	YLR212C	SPC97	TUB4	N/A	N/A	Affinity Capture-Western	Knop M (1998)	9670012	4932	4932
YLR212C	YHR172W	TUB4	SPC97	N/A	N/A	Affinity Capture-Western	Knop M (1998)	9670012	4932	4932
YHR172W	YLR212C	SPC97	TUB4	N/A	N/A	Affinity Capture-Western	Knop M (1997)	9384578	4932	4932
YLR212C	YHR172W	TUB4	SPC97	N/A	N/A	Affinity Capture-Western	Knop M (1997)	9384578	4932	4932
YHR152W	YMR308C	SPO12	PSE1	N/A	KAP121	Affinity Capture-Western	Chaves SR (2001)	11278742	4932	4932
YER148W	YDR190C	SPT15	RVB1	BTF1|TBP1	TIH1|TIP48|TIP49A	Affinity Capture-Western	Ohdate H (2003)	12576485	4932	4932
YER148W	YPL235W	SPT15	RVB2	BTF1|TBP1	TIH2|TIP49|TIP49B	Affinity Capture-Western	Ohdate H (2003)	12576485	4932	4932
YER148W	YDR167W	SPT15	TAF10	BTF1|TBP1	TAF23|TAF25	Affinity Capture-Western	Fischbeck JA (2002)	12524336	4932	4932
YER148W	YBR198C	SPT15	TAF5	BTF1|TBP1	TAF90	Affinity Capture-Western	Fischbeck JA (2002)	12524336	4932	4932
YER148W	YGR274C	SPT15	TAF1	BTF1|TBP1	TAF130|TAF145	Affinity Capture-Western	Fischbeck JA (2002)	12524336	4932	4932
YER148W	YDL165W	SPT15	CDC36	BTF1|TBP1	DNA19|NOT2	Affinity Capture-Western	Badarinarayana V (2000)	10880468	4932	4932
YER148W	YPR072W	SPT15	NOT5	BTF1|TBP1	N/A	Affinity Capture-Western	Badarinarayana V (2000)	10880468	4932	4932
YPR072W	YER148W	NOT5	SPT15	N/A	BTF1|TBP1	Affinity Capture-Western	Badarinarayana V (2000)	10880468	4932	4932
YER148W	YGR274C	SPT15	TAF1	BTF1|TBP1	TAF130|TAF145	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YGR274C	SPT15	TAF1	BTF1|TBP1	TAF130|TAF145	Affinity Capture-Western	Sanders SL (2002)	12052880	4932	4932
YER148W	YCR042C	SPT15	TAF2	BTF1|TBP1	TAF150|TSM1	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YMR236W	SPT15	TAF9	BTF1|TBP1	TAF17	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YML098W	SPT15	TAF13	BTF1|TBP1	FUN81|TAF19	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YDR167W	SPT15	TAF10	BTF1|TBP1	TAF23|TAF25	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YDR167W	YER148W	TAF10	SPT15	TAF23|TAF25	BTF1|TBP1	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YPL129W	SPT15	TAF14	BTF1|TBP1	ANC1|SWP29|TAF30|TFG3	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YML015C	SPT15	TAF11	BTF1|TBP1	TAF40	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YPL011C	SPT15	TAF3	BTF1|TBP1	TAF47	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YMR005W	SPT15	TAF4	BTF1|TBP1	MPT1|TAF48|TSG2	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YMR005W	YER148W	TAF4	SPT15	MPT1|TAF48|TSG2	BTF1|TBP1	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YGL112C	SPT15	TAF6	BTF1|TBP1	TAF60	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YML114C	SPT15	TAF8	BTF1|TBP1	TAF65	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YML114C	YER148W	TAF8	SPT15	TAF65	BTF1|TBP1	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YMR227C	SPT15	TAF7	BTF1|TBP1	TAF67	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YBR198C	SPT15	TAF5	BTF1|TBP1	TAF90	Affinity Capture-Western	Sanders SL (2000)	10788514	4932	4932
YER148W	YGR274C	SPT15	TAF1	BTF1|TBP1	TAF130|TAF145	Affinity Capture-Western	Reese JC (2000)	10751405	4932	4932
YER148W	YGR274C	SPT15	TAF1	BTF1|TBP1	TAF130|TAF145	Affinity Capture-Western	Reese JC (1994)	7935765	4932	4932
YER148W	YDR145W	SPT15	TAF12	BTF1|TBP1	TAF61|TAF68	Affinity Capture-Western	Reese JC (2000)	10751405	4932	4932
YER148W	YBR198C	SPT15	TAF5	BTF1|TBP1	TAF90	Affinity Capture-Western	Reese JC (2000)	10751405	4932	4932
YER148W	YMR005W	SPT15	TAF4	BTF1|TBP1	MPT1|TAF48|TSG2	Affinity Capture-Western	Reese JC (2000)	10751405	4932	4932
YER148W	YMR236W	SPT15	TAF9	BTF1|TBP1	TAF17	Affinity Capture-Western	Moqtaderi Z (1996)	8962109	4932	4932
YER148W	YML098W	SPT15	TAF13	BTF1|TBP1	FUN81|TAF19	Affinity Capture-Western	Moqtaderi Z (1996)	8962109	4932	4932
YER148W	YDR167W	SPT15	TAF10	BTF1|TBP1	TAF23|TAF25	Affinity Capture-Western	Moqtaderi Z (1996)	8962109	4932	4932
YER148W	YML015C	SPT15	TAF11	BTF1|TBP1	TAF40	Affinity Capture-Western	Moqtaderi Z (1996)	8962109	4932	4932
YER148W	YDR145W	SPT15	TAF12	BTF1|TBP1	TAF61|TAF68	Affinity Capture-Western	Moqtaderi Z (1996)	8962109	4932	4932
YER148W	YMR227C	SPT15	TAF7	BTF1|TBP1	TAF67	Affinity Capture-Western	Moqtaderi Z (1996)	8962109	4932	4932
YER148W	YGR246C	SPT15	BRF1	BTF1|TBP1	PCF4|TDS4	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YER148W	YGR274C	SPT15	TAF1	BTF1|TBP1	TAF130|TAF145	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YGR274C	YER148W	TAF1	SPT15	TAF130|TAF145	BTF1|TBP1	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YER148W	YGR274C	SPT15	TAF1	BTF1|TBP1	TAF130|TAF145	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YGR274C	YER148W	TAF1	SPT15	TAF130|TAF145	BTF1|TBP1	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YER148W	YGR274C	SPT15	TAF1	BTF1|TBP1	TAF130|TAF145	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YGR274C	YER148W	TAF1	SPT15	TAF130|TAF145	BTF1|TBP1	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YER148W	YCR042C	SPT15	TAF2	BTF1|TBP1	TAF150|TSM1	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YCR042C	YER148W	TAF2	SPT15	TAF150|TSM1	BTF1|TBP1	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YER148W	YCR042C	SPT15	TAF2	BTF1|TBP1	TAF150|TSM1	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YCR042C	YER148W	TAF2	SPT15	TAF150|TSM1	BTF1|TBP1	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YER148W	YCR042C	SPT15	TAF2	BTF1|TBP1	TAF150|TSM1	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YCR042C	YER148W	TAF2	SPT15	TAF150|TSM1	BTF1|TBP1	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YER148W	YGL112C	SPT15	TAF6	BTF1|TBP1	TAF60	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YGL112C	YER148W	TAF6	SPT15	TAF60	BTF1|TBP1	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YER148W	YGL112C	SPT15	TAF6	BTF1|TBP1	TAF60	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YGL112C	YER148W	TAF6	SPT15	TAF60	BTF1|TBP1	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YER148W	YGL112C	SPT15	TAF6	BTF1|TBP1	TAF60	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YGL112C	YER148W	TAF6	SPT15	TAF60	BTF1|TBP1	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YER148W	YBR198C	SPT15	TAF5	BTF1|TBP1	TAF90	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YBR198C	YER148W	TAF5	SPT15	TAF90	BTF1|TBP1	Affinity Capture-Western	Poon D (1993)	8340360	4932	4932
YER148W	YBR198C	SPT15	TAF5	BTF1|TBP1	TAF90	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YBR198C	YER148W	TAF5	SPT15	TAF90	BTF1|TBP1	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YER148W	YBR198C	SPT15	TAF5	BTF1|TBP1	TAF90	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YBR198C	YER148W	TAF5	SPT15	TAF90	BTF1|TBP1	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YER148W	YDR167W	SPT15	TAF10	BTF1|TBP1	TAF23|TAF25	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YER148W	YDR167W	SPT15	TAF10	BTF1|TBP1	TAF23|TAF25	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YER148W	YPL129W	SPT15	TAF14	BTF1|TBP1	ANC1|SWP29|TAF30|TFG3	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YER148W	YPL129W	SPT15	TAF14	BTF1|TBP1	ANC1|SWP29|TAF30|TFG3	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YER148W	YML015C	SPT15	TAF11	BTF1|TBP1	TAF40	Affinity Capture-Western	Poon D (1994)	8083216	4932	4932
YER148W	YML015C	SPT15	TAF11	BTF1|TBP1	TAF40	Affinity Capture-Western	Poon D (1995)	7667272	4932	4932
YGL207W	YBL052C	SPT16	SAS3	CDC68|SSF1	N/A	Affinity Capture-Western	John S (2000)	10817755	4932	4932
YOL148C	YPL254W	SPT20	HFI1	ADA5	ADA1|SRM12|SUP110|GAN1	Affinity Capture-Western	Sterner DE (2002)	12186975	4932	4932
YOL148C	YDR176W	SPT20	NGG1	ADA5	ADA3|SWI7	Affinity Capture-Western	Sterner DE (2002)	12186975	4932	4932
YOL148C	YGL112C	SPT20	TAF6	ADA5	TAF60	Affinity Capture-Western	Sterner DE (2002)	12186975	4932	4932
